Region,Year,League,Wins,Losses,Playoffs
Region_110,2006,League_1,3,64,False
Region_110,2006,League_2,28,92,False
Region_110,2006,League_3,58,87,True
Region_110,2006,League_4,97,79,False
Region_110,2007,League_1,16,24,False
Region_110,2007,League_2,42,86,True
Region_110,2007,League_3,79,91,True
Region_110,2007,League_4,65,46,False
Region_110,2008,League_1,33,79,True
Region_110,2008,League_2,7,55,False
Region_110,2008,League_3,12,37,False
Region_110,2008,League_4,7,10,True
Region_110,2009,League_1,93,66,True
Region_110,2009,League_2,95,14,False
Region_110,2009,League_3,99,0,True
Region_110,2009,League_4,93,6,True
Region_111,2000,League_1,64,0,True
Region_111,2000,League_2,42,48,True
Region_111,2000,League_3,38,95,True
Region_111,2000,League_4,80,72,True
Region_111,2001,League_1,58,28,True
Region_111,2001,League_2,83,25,False
Region_111,2001,League_3,87,86,True
Region_111,2001,League_4,85,44,False
Region_111,2002,League_1,92,92,True
Region_111,2002,League_2,85,96,False
Region_111,2002,League_3,43,70,True
Region_111,2002,League_4,8,11,False
Region_111,2003,League_1,36,94,True
Region_111,2003,League_2,73,31,False
Region_111,2003,League_3,35,19,True
Region_111,2003,League_4,91,50,True
Region_111,2004,League_1,27,80,False
Region_111,2004,League_2,41,35,False
Region_111,2004,League_3,42,66,True
Region_111,2004,League_4,84,0,False
Region_111,2005,League_1,87,26,False
Region_111,2005,League_2,41,39,True
Region_111,2005,League_3,65,96,False
Region_111,2005,League_4,54,83,True
Region_111,2006,League_1,71,13,False
Region_111,2006,League_2,47,99,True
Region_111,2006,League_3,90,68,False
Region_111,2006,League_4,21,86,True
Region_111,2007,League_1,26,78,True
Region_111,2007,League_2,92,5,False
Region_111,2007,League_3,66,32,False
Region_111,2007,League_4,12,54,True
Region_111,2008,League_1,44,18,True
Region_111,2008,League_2,9,76,False
Region_111,2008,League_3,99,28,False
Region_111,2008,League_4,8,60,False
Region_111,2009,League_1,53,69,False
Region_111,2009,League_2,26,78,False
Region_111,2009,League_3,33,79,False
Region_111,2009,League_4,0,23,True
Region_112,2000,League_1,31,22,False
Region_112,2000,League_2,88,9,False
Region_112,2000,League_3,92,53,False
Region_112,2000,League_4,70,40,False
Region_112,2001,League_1,66,48,True
Region_112,2001,League_2,83,16,True
Region_112,2001,League_3,19,55,True
Region_112,2001,League_4,93,44,True
Region_112,2002,League_1,34,29,False
Region_112,2002,League_2,98,43,True
Region_112,2002,League_3,90,73,False
Region_112,2002,League_4,89,54,False
Region_112,2003,League_1,77,18,True
Region_112,2003,League_2,16,28,True
Region_112,2003,League_3,17,1,False
Region_112,2003,League_4,44,35,True
Region_112,2004,League_1,92,18,True
Region_112,2004,League_2,83,6,False
Region_112,2004,League_3,52,25,False
Region_112,2004,League_4,90,78,False
Region_112,2005,League_1,81,37,False
Region_112,2005,League_2,67,2,False
Region_112,2005,League_3,64,79,True
Region_112,2005,League_4,0,65,False
Region_112,2006,League_1,57,94,False
Region_112,2006,League_2,25,91,False
Region_112,2006,League_3,19,70,True
Region_112,2006,League_4,86,93,False
Region_112,2007,League_1,9,42,False
Region_112,2007,League_2,58,61,True
Region_112,2007,League_3,74,70,False
Region_112,2007,League_4,40,99,False
Region_112,2008,League_1,4,92,False
Region_112,2008,League_2,64,23,True
Region_112,2008,League_3,16,38,True
Region_112,2008,League_4,21,67,False
Region_112,2009,League_1,97,92,False
Region_112,2009,League_2,40,43,False
Region_112,2009,League_3,92,4,True
Region_112,2009,League_4,67,54,True
Region_113,2000,League_1,68,92,True
Region_113,2000,League_2,10,29,True
Region_113,2000,League_3,55,28,True
Region_113,2000,League_4,50,25,True
Region_113,2001,League_1,20,82,False
Region_113,2001,League_2,98,25,True
Region_113,2001,League_3,75,36,False
Region_113,2001,League_4,25,90,True
Region_113,2002,League_1,18,93,False
Region_113,2002,League_2,59,52,True
Region_113,2002,League_3,70,29,False
Region_113,2002,League_4,46,2,False
Region_113,2003,League_1,70,42,False
Region_113,2003,League_2,25,6,True
Region_113,2003,League_3,39,48,True
Region_113,2003,League_4,4,72,True
Region_113,2004,League_1,20,40,False
Region_113,2004,League_2,77,76,False
Region_113,2004,League_3,3,78,False
Region_113,2004,League_4,22,53,True
Region_113,2005,League_1,83,68,True
Region_113,2005,League_2,14,92,False
Region_113,2005,League_3,92,98,True
Region_113,2005,League_4,7,90,True
Region_113,2006,League_1,40,26,True
Region_113,2006,League_2,18,7,True
Region_113,2006,League_3,45,31,False
Region_113,2006,League_4,27,83,True
Region_113,2007,League_1,90,63,True
Region_113,2007,League_2,67,9,False
Region_113,2007,League_3,14,12,False
Region_113,2007,League_4,98,62,True
Region_113,2008,League_1,36,92,True
Region_113,2008,League_2,0,34,True
Region_113,2008,League_3,66,60,True
Region_113,2008,League_4,23,53,False
Region_113,2009,League_1,26,7,False
Region_113,2009,League_2,39,28,False
Region_113,2009,League_3,62,94,True
Region_113,2009,League_4,60,40,True
Region_114,2000,League_1,35,29,False
Region_114,2000,League_2,97,85,True
Region_114,2000,League_3,92,20,False
Region_114,2000,League_4,23,75,False
Region_114,2001,League_1,23,10,False
Region_114,2001,League_2,3,1,False
Region_114,2001,League_3,66,49,False
Region_114,2001,League_4,33,40,False
Region_114,2002,League_1,56,65,False
Region_114,2002,League_2,48,97,True
Region_114,2002,League_3,86,2,False
Region_114,2002,League_4,52,79,False
Region_114,2003,League_1,22,50,True
Region_114,2003,League_2,68,67,False
Region_114,2003,League_3,94,86,True
Region_114,2003,League_4,52,83,False
Region_114,2004,League_1,61,24,True
Region_114,2004,League_2,40,29,True
Region_114,2004,League_3,56,81,True
Region_114,2004,League_4,59,10,False
Region_114,2005,League_1,53,92,True
Region_114,2005,League_2,69,16,False
Region_114,2005,League_3,56,25,False
Region_114,2005,League_4,9,22,False
Region_114,2006,League_1,39,55,False
Region_114,2006,League_2,6,51,False
Region_114,2006,League_3,37,47,False
Region_114,2006,League_4,84,19,False
Region_114,2007,League_1,60,1,True
Region_114,2007,League_2,83,87,False
Region_114,2007,League_3,2,30,False
Region_114,2007,League_4,50,26,True
Region_114,2008,League_1,85,1,False
Region_114,2008,League_2,46,77,True
Region_114,2008,League_3,67,3,True
Region_114,2008,League_4,91,12,False
Region_114,2009,League_1,75,99,False
Region_114,2009,League_2,37,34,True
Region_114,2009,League_3,35,71,False
Region_114,2009,League_4,40,65,True
Region_115,2000,League_1,68,5,True
Region_115,2000,League_2,12,30,False
Region_115,2000,League_3,86,9,True
Region_115,2000,League_4,57,20,False
Region_115,2001,League_1,49,73,False
Region_115,2001,League_2,29,22,True
Region_115,2001,League_3,61,2,True
Region_115,2001,League_4,24,31,False
Region_115,2002,League_1,26,19,False
Region_115,2002,League_2,50,73,False
Region_115,2002,League_3,77,28,True
Region_115,2002,League_4,56,51,False
Region_115,2003,League_1,46,45,True
Region_115,2003,League_2,99,33,True
Region_115,2003,League_3,38,83,True
Region_115,2003,League_4,15,60,False
Region_115,2004,League_1,21,71,True
Region_115,2004,League_2,84,70,False
Region_115,2004,League_3,53,69,True
Region_115,2004,League_4,20,10,False
Region_115,2005,League_1,71,81,False
Region_115,2005,League_2,15,92,True
Region_115,2005,League_3,58,88,False
Region_115,2005,League_4,30,62,True
Region_115,2006,League_1,41,20,True
Region_115,2006,League_2,73,2,True
Region_115,2006,League_3,31,81,True
Region_115,2006,League_4,58,87,True
Region_115,2007,League_1,33,9,True
Region_115,2007,League_2,8,26,True
Region_115,2007,League_3,80,11,False
Region_115,2007,League_4,10,6,True
Region_115,2008,League_1,95,16,True
Region_115,2008,League_2,9,64,False
Region_115,2008,League_3,85,63,False
Region_115,2008,League_4,16,25,True
Region_115,2009,League_1,67,14,True
Region_115,2009,League_2,47,32,True
Region_115,2009,League_3,51,61,False
Region_115,2009,League_4,24,46,True
Region_116,2000,League_1,20,94,False
Region_116,2000,League_2,64,34,True
Region_116,2000,League_3,62,64,True
Region_116,2000,League_4,88,71,False
Region_116,2001,League_1,50,75,True
Region_116,2001,League_2,35,82,True
Region_116,2001,League_3,80,24,True
Region_116,2001,League_4,87,56,False
Region_116,2002,League_1,65,31,True
Region_116,2002,League_2,14,62,True
Region_116,2002,League_3,95,11,False
Region_116,2002,League_4,38,62,False
Region_116,2003,League_1,69,76,True
Region_116,2003,League_2,0,91,True
Region_116,2003,League_3,22,0,False
Region_116,2003,League_4,38,50,True
Region_116,2004,League_1,56,69,True
Region_116,2004,League_2,80,7,False
Region_116,2004,League_3,33,67,True
Region_116,2004,League_4,40,4,True
Region_116,2005,League_1,92,88,False
Region_116,2005,League_2,72,85,True
Region_116,2005,League_3,12,91,True
Region_116,2005,League_4,69,38,True
Region_116,2006,League_1,5,22,False
Region_116,2006,League_2,83,67,True
Region_116,2006,League_3,51,51,False
Region_116,2006,League_4,2,3,False
Region_116,2007,League_1,80,46,True
Region_116,2007,League_2,62,20,False
Region_116,2007,League_3,48,55,True
Region_116,2007,League_4,75,65,True
Region_116,2008,League_1,46,58,True
Region_116,2008,League_2,54,6,False
Region_116,2008,League_3,63,48,True
Region_116,2008,League_4,64,15,True
Region_116,2009,League_1,80,16,True
Region_116,2009,League_2,66,83,False
Region_116,2009,League_3,89,86,False
Region_116,2009,League_4,14,97,True
Region_117,2000,League_1,99,74,True
Region_117,2000,League_2,31,33,True
Region_117,2000,League_3,95,32,True
Region_117,2000,League_4,67,25,False
Region_117,2001,League_1,17,65,False
Region_117,2001,League_2,82,62,False
Region_117,2001,League_3,42,86,False
Region_117,2001,League_4,34,40,False
Region_117,2002,League_1,77,85,False
Region_117,2002,League_2,57,57,False
Region_117,2002,League_3,32,97,True
Region_117,2002,League_4,13,78,True
Region_117,2003,League_1,33,9,True
Region_117,2003,League_2,60,14,True
Region_117,2003,League_3,3,41,True
Region_117,2003,League_4,87,92,True
Region_117,2004,League_1,58,56,False
Region_117,2004,League_2,28,86,True
Region_117,2004,League_3,82,16,False
Region_117,2004,League_4,5,59,True
Region_117,2005,League_1,96,8,False
Region_117,2005,League_2,48,35,False
Region_117,2005,League_3,39,72,True
Region_117,2005,League_4,82,79,True
Region_117,2006,League_1,64,35,True
Region_117,2006,League_2,68,47,True
Region_117,2006,League_3,26,50,True
Region_117,2006,League_4,79,96,False
Region_117,2007,League_1,5,94,True
Region_117,2007,League_2,12,69,False
Region_117,2007,League_3,63,73,False
Region_117,2007,League_4,61,79,False
Region_117,2008,League_1,98,67,True
Region_117,2008,League_2,18,21,True
Region_117,2008,League_3,75,76,True
Region_117,2008,League_4,79,79,True
Region_117,2009,League_1,42,92,True
Region_117,2009,League_2,73,5,True
Region_117,2009,League_3,88,25,False
Region_117,2009,League_4,19,74,True
Region_118,2000,League_1,94,87,False
Region_118,2000,League_2,67,92,False
Region_118,2000,League_3,43,2,True
Region_118,2000,League_4,22,51,True
Region_118,2001,League_1,1,73,True
Region_118,2001,League_2,21,59,True
Region_118,2001,League_3,56,62,True
Region_118,2001,League_4,71,64,True
Region_118,2002,League_1,6,51,False
Region_118,2002,League_2,77,89,False
Region_118,2002,League_3,55,75,False
Region_118,2002,League_4,66,13,False
Region_118,2003,League_1,15,88,False
Region_118,2003,League_2,82,71,False
Region_118,2003,League_3,50,67,True
Region_118,2003,League_4,81,27,True
Region_118,2004,League_1,79,70,True
Region_118,2004,League_2,71,9,False
Region_118,2004,League_3,96,56,False
Region_118,2004,League_4,11,99,False
Region_118,2005,League_1,52,65,True
Region_118,2005,League_2,74,89,True
Region_118,2005,League_3,4,49,True
Region_118,2005,League_4,26,13,False
Region_118,2006,League_1,11,15,False
Region_118,2006,League_2,16,53,False
Region_118,2006,League_3,5,42,True
Region_118,2006,League_4,96,41,False
Region_118,2007,League_1,4,80,True
Region_118,2007,League_2,56,21,True
Region_118,2007,League_3,27,67,True
Region_118,2007,League_4,77,18,True
Region_118,2008,League_1,68,65,True
Region_118,2008,League_2,58,38,True
Region_118,2008,League_3,32,72,True
Region_118,2008,League_4,61,18,False
Region_118,2009,League_1,49,15,True
Region_118,2009,League_2,18,53,False
Region_118,2009,League_3,85,24,True
Region_118,2009,League_4,68,17,True
Region_119,2000,League_1,65,22,True
Region_119,2000,League_2,93,84,False
Region_119,2000,League_3,46,10,True
Region_119,2000,League_4,38,38,True
Region_119,2001,League_1,67,67,False
Region_119,2001,League_2,32,24,False
Region_119,2001,League_3,12,62,False
Region_119,2001,League_4,83,95,False
Region_119,2002,League_1,53,29,True
Region_119,2002,League_2,6,44,True
Region_119,2002,League_3,78,89,False
Region_119,2002,League_4,86,60,True
Region_119,2003,League_1,13,99,False
Region_119,2003,League_2,86,50,False
Region_119,2003,League_3,18,97,False
Region_119,2003,League_4,53,8,True
Region_119,2004,League_1,92,75,False
Region_119,2004,League_2,19,1,True
Region_119,2004,League_3,28,4,True
Region_119,2004,League_4,23,61,True
Region_119,2005,League_1,81,68,False
Region_119,2005,League_2,62,51,True
Region_119,2005,League_3,73,85,False
Region_119,2005,League_4,56,4,True
Region_119,2006,League_1,7,58,True
Region_119,2006,League_2,89,67,True
Region_119,2006,League_3,61,8,False
Region_119,2006,League_4,28,92,False
Region_119,2007,League_1,73,21,False
Region_119,2007,League_2,16,26,False
Region_119,2007,League_3,65,9,True
Region_119,2007,League_4,5,79,True
Region_119,2008,League_1,57,60,False
Region_119,2008,League_2,68,50,False
Region_119,2008,League_3,27,9,False
Region_119,2008,League_4,61,5,False
Region_119,2009,League_1,40,61,True
Region_119,2009,League_2,68,4,False
Region_119,2009,League_3,81,69,False
Region_119,2009,League_4,89,62,True
Region_120,2000,League_1,83,55,False
Region_120,2000,League_2,40,58,True
Region_120,2000,League_3,48,62,False
Region_120,2000,League_4,90,88,True
Region_120,2001,League_1,48,58,False
Region_120,2001,League_2,75,50,False
Region_120,2001,League_3,70,49,False
Region_120,2001,League_4,2,3,False
Region_120,2002,League_1,9,47,False
Region_120,2002,League_2,97,31,True
Region_120,2002,League_3,88,50,False
Region_120,2002,League_4,34,51,True
Region_120,2003,League_1,79,98,True
Region_120,2003,League_2,1,73,True
Region_120,2003,League_3,23,33,True
Region_120,2003,League_4,73,35,False
Region_120,2004,League_1,37,69,False
Region_120,2004,League_2,21,42,False
Region_120,2004,League_3,25,15,False
Region_120,2004,League_4,42,58,True
Region_120,2005,League_1,54,52,True
Region_120,2005,League_2,38,18,True
Region_120,2005,League_3,90,97,False
Region_120,2005,League_4,28,88,False
Region_120,2006,League_1,19,94,False
Region_120,2006,League_2,90,40,False
Region_120,2006,League_3,40,80,True
Region_120,2006,League_4,53,46,False
Region_120,2007,League_1,19,93,False
Region_120,2007,League_2,18,53,True
Region_120,2007,League_3,83,54,True
Region_120,2007,League_4,98,94,False
Region_120,2008,League_1,65,18,False
Region_120,2008,League_2,29,61,True
Region_120,2008,League_3,52,98,False
Region_120,2008,League_4,33,92,True
Region_120,2009,League_1,21,58,True
Region_120,2009,League_2,66,64,False
Region_120,2009,League_3,5,67,True
Region_120,2009,League_4,78,27,False
Region_121,2000,League_1,26,17,False
Region_121,2000,League_2,9,25,False
Region_121,2000,League_3,72,18,False
Region_121,2000,League_4,96,54,True
Region_121,2001,League_1,95,56,False
Region_121,2001,League_2,47,5,False
Region_121,2001,League_3,69,0,True
Region_121,2001,League_4,58,7,False
Region_121,2002,League_1,99,96,False
Region_121,2002,League_2,58,50,False
Region_121,2002,League_3,1,84,False
Region_121,2002,League_4,28,87,True
Region_121,2003,League_1,67,24,True
Region_121,2003,League_2,64,46,False
Region_121,2003,League_3,82,54,True
Region_121,2003,League_4,25,63,True
Region_121,2004,League_1,88,82,True
Region_121,2004,League_2,9,92,True
Region_121,2004,League_3,52,9,False
Region_121,2004,League_4,78,55,True
Region_121,2005,League_1,58,11,False
Region_121,2005,League_2,21,32,False
Region_121,2005,League_3,50,70,True
Region_121,2005,League_4,47,16,False
Region_121,2006,League_1,20,60,True
Region_121,2006,League_2,21,9,False
Region_121,2006,League_3,99,30,False
Region_121,2006,League_4,97,59,True
Region_121,2007,League_1,29,69,False
Region_121,2007,League_2,24,16,True
Region_121,2007,League_3,27,49,False
Region_121,2007,League_4,64,36,False
Region_121,2008,League_1,44,81,True
Region_121,2008,League_2,67,61,True
Region_121,2008,League_3,6,89,True
Region_121,2008,League_4,48,79,False
Region_121,2009,League_1,8,71,True
Region_121,2009,League_2,35,87,True
Region_121,2009,League_3,82,76,True
Region_121,2009,League_4,0,28,True
Region_122,2000,League_1,9,31,False
Region_122,2000,League_2,35,87,False
Region_122,2000,League_3,72,79,False
Region_122,2000,League_4,45,10,False
Region_122,2001,League_1,31,95,False
Region_122,2001,League_2,31,5,False
Region_122,2001,League_3,5,34,True
Region_122,2001,League_4,47,32,False
Region_122,2002,League_1,37,17,True
Region_122,2002,League_2,16,36,True
Region_122,2002,League_3,73,12,True
Region_122,2002,League_4,26,73,True
Region_122,2003,League_1,53,89,False
Region_122,2003,League_2,49,80,False
Region_122,2003,League_3,34,63,False
Region_122,2003,League_4,84,0,True
Region_122,2004,League_1,24,62,False
Region_122,2004,League_2,27,88,False
Region_122,2004,League_3,14,33,False
Region_122,2004,League_4,3,9,False
Region_122,2005,League_1,92,83,False
Region_122,2005,League_2,72,6,False
Region_122,2005,League_3,26,55,True
Region_122,2005,League_4,25,79,True
Region_122,2006,League_1,18,36,False
Region_122,2006,League_2,91,28,True
Region_122,2006,League_3,16,11,True
Region_122,2006,League_4,42,16,False
Region_122,2007,League_1,40,47,True
Region_122,2007,League_2,41,83,False
Region_122,2007,League_3,49,25,True
Region_122,2007,League_4,83,82,False
Region_122,2008,League_1,39,11,True
Region_122,2008,League_2,38,20,True
Region_122,2008,League_3,22,41,True
Region_122,2008,League_4,95,60,True
Region_122,2009,League_1,51,57,False
Region_122,2009,League_2,46,53,True
Region_122,2009,League_3,62,33,False
Region_122,2009,League_4,96,6,False
Region_123,2000,League_1,68,34,True
Region_123,2000,League_2,42,14,True
Region_123,2000,League_3,47,64,False
Region_123,2000,League_4,33,89,True
Region_123,2001,League_1,39,98,False
Region_123,2001,League_2,74,24,True
Region_123,2001,League_3,60,58,False
Region_123,2001,League_4,49,78,True
Region_123,2002,League_1,66,85,True
Region_123,2002,League_2,61,5,False
Region_123,2002,League_3,57,51,False
Region_123,2002,League_4,32,78,False
Region_123,2003,League_1,74,87,True
Region_123,2003,League_2,15,20,True
Region_123,2003,League_3,81,70,True
Region_123,2003,League_4,93,92,True
Region_123,2004,League_1,47,95,False
Region_123,2004,League_2,9,31,False
Region_123,2004,League_3,81,52,True
Region_123,2004,League_4,37,58,True
Region_123,2005,League_1,18,68,True
Region_123,2005,League_2,35,61,False
Region_123,2005,League_3,58,3,False
Region_123,2005,League_4,62,85,True
Region_123,2006,League_1,76,17,False
Region_123,2006,League_2,45,98,True
Region_123,2006,League_3,2,80,True
Region_123,2006,League_4,73,55,False
Region_123,2007,League_1,64,23,False
Region_123,2007,League_2,90,65,False
Region_123,2007,League_3,7,12,False
Region_123,2007,League_4,50,61,True
Region_123,2008,League_1,80,53,False
Region_123,2008,League_2,72,14,False
Region_123,2008,League_3,5,68,False
Region_123,2008,League_4,88,2,False
Region_123,2009,League_1,38,36,True
Region_123,2009,League_2,59,36,True
Region_123,2009,League_3,27,2,False
Region_123,2009,League_4,96,62,False
Region_124,2000,League_1,53,34,True
Region_124,2000,League_2,36,51,True
Region_124,2000,League_3,8,86,False
Region_124,2000,League_4,81,27,True
Region_124,2001,League_1,55,93,True
Region_124,2001,League_2,58,17,True
Region_124,2001,League_3,84,35,True
Region_124,2001,League_4,1,32,False
Region_124,2002,League_1,60,63,True
Region_124,2002,League_2,57,25,True
Region_124,2002,League_3,59,47,False
Region_124,2002,League_4,39,39,False
Region_124,2003,League_1,35,16,False
Region_124,2003,League_2,36,39,True
Region_124,2003,League_3,78,6,False
Region_124,2003,League_4,91,56,True
Region_124,2004,League_1,17,7,False
Region_124,2004,League_2,97,55,True
Region_124,2004,League_3,62,30,False
Region_124,2004,League_4,21,58,False
Region_124,2005,League_1,10,57,True
Region_124,2005,League_2,57,11,False
Region_124,2005,League_3,56,47,False
Region_124,2005,League_4,76,30,False
Region_124,2006,League_1,3,82,False
Region_124,2006,League_2,85,62,False
Region_124,2006,League_3,6,73,True
Region_124,2006,League_4,60,38,True
Region_124,2007,League_1,53,75,False
Region_124,2007,League_2,87,19,False
Region_124,2007,League_3,67,47,True
Region_124,2007,League_4,91,70,True
Region_124,2008,League_1,78,53,False
Region_124,2008,League_2,0,77,True
Region_124,2008,League_3,54,74,False
Region_124,2008,League_4,2,70,False
Region_124,2009,League_1,77,28,False
Region_124,2009,League_2,37,73,False
Region_124,2009,League_3,0,92,True
Region_124,2009,League_4,37,72,True
Region_125,2000,League_1,84,99,True
Region_125,2000,League_2,28,47,False
Region_125,2000,League_3,4,73,True
Region_125,2000,League_4,73,82,False
Region_125,2001,League_1,91,55,False
Region_125,2001,League_2,20,94,True
Region_125,2001,League_3,70,16,False
Region_125,2001,League_4,66,8,False
Region_125,2002,League_1,46,96,False
Region_125,2002,League_2,83,33,True
Region_125,2002,League_3,82,44,False
Region_125,2002,League_4,34,87,True
Region_125,2003,League_1,67,8,False
Region_125,2003,League_2,68,6,True
Region_125,2003,League_3,0,15,False
Region_125,2003,League_4,67,18,True
Region_125,2004,League_1,11,5,True
Region_125,2004,League_2,59,10,False
Region_125,2004,League_3,26,75,False
Region_125,2004,League_4,55,60,False
Region_125,2005,League_1,22,41,False
Region_125,2005,League_2,24,12,True
Region_125,2005,League_3,20,11,False
Region_125,2005,League_4,60,84,True
Region_125,2006,League_1,62,73,False
Region_125,2006,League_2,51,19,True
Region_125,2006,League_3,87,49,True
Region_125,2006,League_4,24,35,True
Region_125,2007,League_1,54,91,False
Region_125,2007,League_2,45,87,False
Region_125,2007,League_3,31,68,True
Region_125,2007,League_4,54,36,True
Region_125,2008,League_1,95,11,True
Region_125,2008,League_2,4,98,True
Region_125,2008,League_3,35,39,True
Region_125,2008,League_4,48,53,False
Region_125,2009,League_1,57,1,True
Region_125,2009,League_2,38,49,False
Region_125,2009,League_3,79,40,False
Region_125,2009,League_4,96,44,False
Region_126,2000,League_1,84,8,True
Region_126,2000,League_2,60,61,True
Region_126,2000,League_3,8,85,True
Region_126,2000,League_4,5,46,True
Region_126,2001,League_1,34,4,False
Region_126,2001,League_2,38,75,False
Region_126,2001,League_3,21,0,False
Region_126,2001,League_4,40,43,True
Region_126,2002,League_1,4,21,True
Region_126,2002,League_2,41,37,True
Region_126,2002,League_3,86,18,True
Region_126,2002,League_4,80,79,True
Region_126,2003,League_1,75,30,True
Region_126,2003,League_2,86,66,False
Region_126,2003,League_3,79,86,False
Region_126,2003,League_4,66,41,True
Region_126,2004,League_1,29,81,False
Region_126,2004,League_2,56,25,False
Region_126,2004,League_3,85,12,False
Region_126,2004,League_4,72,57,False
Region_126,2005,League_1,28,17,True
Region_126,2005,League_2,36,66,False
Region_126,2005,League_3,86,86,True
Region_126,2005,League_4,12,2,True
Region_126,2006,League_1,31,54,False
Region_126,2006,League_2,45,88,True
Region_126,2006,League_3,22,90,False
Region_126,2006,League_4,44,57,True
Region_126,2007,League_1,16,62,True
Region_126,2007,League_2,84,90,False
Region_126,2007,League_3,65,51,False
Region_126,2007,League_4,5,88,True
Region_126,2008,League_1,17,23,False
Region_126,2008,League_2,93,71,True
Region_126,2008,League_3,21,8,False
Region_126,2008,League_4,32,36,True
Region_126,2009,League_1,29,93,True
Region_126,2009,League_2,80,82,True
Region_126,2009,League_3,31,52,True
Region_126,2009,League_4,41,79,True
Region_127,2000,League_1,77,23,False
Region_127,2000,League_2,9,20,True
Region_127,2000,League_3,35,99,False
Region_127,2000,League_4,33,39,False
Region_127,2001,League_1,72,61,True
Region_127,2001,League_2,27,69,True
Region_127,2001,League_3,10,68,False
Region_127,2001,League_4,77,13,True
Region_127,2002,League_1,38,41,True
Region_127,2002,League_2,46,49,False
Region_127,2002,League_3,18,60,False
Region_127,2002,League_4,14,3,False
Region_127,2003,League_1,27,71,False
Region_127,2003,League_2,23,87,False
Region_127,2003,League_3,71,74,False
Region_127,2003,League_4,8,16,True
Region_127,2004,League_1,46,84,False
Region_127,2004,League_2,32,56,False
Region_127,2004,League_3,61,89,True
Region_127,2004,League_4,96,47,True
Region_127,2005,League_1,18,43,True
Region_127,2005,League_2,66,44,True
Region_127,2005,League_3,73,90,True
Region_127,2005,League_4,39,79,True
Region_127,2006,League_1,46,89,False
Region_127,2006,League_2,64,32,True
Region_127,2006,League_3,28,30,True
Region_127,2006,League_4,49,46,True
Region_127,2007,League_1,97,5,True
Region_127,2007,League_2,12,71,False
Region_127,2007,League_3,0,70,True
Region_127,2007,League_4,33,33,True
Region_127,2008,League_1,92,52,False
Region_127,2008,League_2,47,13,False
Region_127,2008,League_3,76,15,False
Region_127,2008,League_4,47,42,True
Region_127,2009,League_1,48,72,False
Region_127,2009,League_2,63,73,False
Region_127,2009,League_3,60,80,False
Region_127,2009,League_4,28,11,True
Region_128,2000,League_1,38,69,True
Region_128,2000,League_2,87,18,False
Region_128,2000,League_3,25,40,True
Region_128,2000,League_4,16,52,True
Region_128,2001,League_1,70,28,True
Region_128,2001,League_2,12,69,True
Region_128,2001,League_3,68,58,True
Region_128,2001,League_4,25,88,False
Region_128,2002,League_1,48,63,False
Region_128,2002,League_2,66,23,False
Region_128,2002,League_3,6,88,False
Region_128,2002,League_4,57,15,True
Region_128,2003,League_1,48,51,False
Region_128,2003,League_2,52,79,False
Region_128,2003,League_3,64,5,True
Region_128,2003,League_4,61,36,True
Region_128,2004,League_1,16,84,True
Region_128,2004,League_2,42,3,True
Region_128,2004,League_3,24,97,False
Region_128,2004,League_4,2,91,True
Region_128,2005,League_1,78,37,True
Region_128,2005,League_2,28,40,True
Region_128,2005,League_3,31,91,True
Region_128,2005,League_4,25,80,True
Region_128,2006,League_1,15,13,True
Region_128,2006,League_2,24,70,False
Region_128,2006,League_3,53,85,False
Region_128,2006,League_4,27,50,False
Region_128,2007,League_1,72,64,True
Region_128,2007,League_2,55,92,True
Region_128,2007,League_3,64,51,False
Region_128,2007,League_4,92,94,False
Region_128,2008,League_1,85,29,False
Region_128,2008,League_2,79,56,False
Region_128,2008,League_3,40,78,True
Region_128,2008,League_4,50,81,False
Region_128,2009,League_1,70,98,True
Region_128,2009,League_2,77,29,True
Region_128,2009,League_3,28,97,True
Region_128,2009,League_4,82,41,False
Region_129,2000,League_1,18,10,False
Region_129,2000,League_2,65,26,False
Region_129,2000,League_3,40,23,True
Region_129,2000,League_4,44,98,True
Region_129,2001,League_1,14,38,False
Region_129,2001,League_2,2,71,True
Region_129,2001,League_3,10,17,False
Region_129,2001,League_4,52,76,True
Region_129,2002,League_1,45,44,True
Region_129,2002,League_2,29,87,True
Region_129,2002,League_3,56,86,True
Region_129,2002,League_4,17,11,True
Region_129,2003,League_1,50,48,True
Region_129,2003,League_2,47,93,True
Region_129,2003,League_3,65,30,False
Region_129,2003,League_4,95,91,True
Region_129,2004,League_1,7,21,True
Region_129,2004,League_2,21,43,False
Region_129,2004,League_3,5,91,False
Region_129,2004,League_4,75,63,False
Region_129,2005,League_1,56,76,False
Region_129,2005,League_2,35,24,True
Region_129,2005,League_3,78,50,True
Region_129,2005,League_4,91,6,False
Region_129,2006,League_1,56,5,True
Region_129,2006,League_2,48,23,False
Region_129,2006,League_3,44,18,True
Region_129,2006,League_4,81,82,True
Region_129,2007,League_1,65,99,True
Region_129,2007,League_2,76,8,True
Region_129,2007,League_3,44,35,True
Region_129,2007,League_4,78,39,False
Region_129,2008,League_1,19,92,True
Region_129,2008,League_2,63,23,True
Region_129,2008,League_3,92,47,True
Region_129,2008,League_4,92,62,True
Region_129,2009,League_1,66,68,True
Region_129,2009,League_2,82,52,False
Region_129,2009,League_3,2,53,True
Region_129,2009,League_4,53,41,False
